 2  51.541500000   21.918000000        0      366    15      0.000   ND EPDE EP DEBLIN NDB
 2  51.527833333   21.954722222        0      465    15      0.000  NDE EPDE EP DEBLIN NDB
 2  51.560750000   21.866083333        0      366    15      0.000   NE EPDE EP DEBLIN NDB
 2  51.578777778   21.817333333        0      465    15      0.000  NED EPDE EP DEBLIN NDB
 2  52.834805556   18.343750000        0      262    15      0.000   NR EPIR EP INOWROCLAW NDB
 2  52.844750000   18.364888889        0      444    15      0.000  NRD EPIR EP INOWROCLAW NDB
 2  52.322472222   16.995888889        0      489    15      0.000   NK EPKS EP KRZESINY (POZNAN) NDB
 2  51.545277778   19.211777778        0      423    15      0.000   NT EPLK EP LASK NDB
 2  51.999833333   19.178166667        0      520    15      0.000   NW EPLY EP LECZYCA NDB
 2  51.993305556   19.220388889        0      385    15      0.000  NWT EPLY EP LECZYCA NDB
 2  54.030305556   19.168833333        0      345    15      0.000   NB EPMB EP MALBORK NDB
 2  53.383916667   16.109555556        0      297    15      0.000   NA EPMI EP MIROSLAWIEC NDB
 2  52.195416667   21.691833333        0      282    15      0.000   NF EPMM EP MINSK MAZOWIECKI NDB
 2  54.548583333   18.567027778        0      494    15      0.000  NWO EPOK EP OKSYWIE (GDYNIA) NDB
 2  54.245138889   18.700222222        0      300    15      0.000   NE EPPR EP PRUSZCZ GDANSKI NDB
 2  54.240638889   18.745666667        0      370    15      0.000  NET EPPR EP PRUSZCZ GDANSKI NDB
 2  52.371138889   17.893388889        0      322    15      0.000   NG EPPW EP POWIDZ NDB
 2  52.375972222   17.880972222        0      303    15      0.000   NT EPPW EP POWIDZ NDB
 2  51.393833333   21.241638889        0      313    15      0.000   NR EPRA EP RADOM NDB
 2  51.400638889   21.281888889        0      328    15      0.000  NRA EPRA EP RADOM NDB
 2  53.783416667   15.858277778        0      280    15      0.000   ND EPSN EP SWIDWIN NDB
 2  51.576583333   20.124027778        0      437    15      0.000   NP EPTM EP TOMASZOW MAZOWIECKI NDB
 2  51.565194444   20.161805556        0      488    15      0.000  NPR EPTM EP TOMASZOW MAZOWIECKI NDB
